date,Plate.SN,DIV,well,trt,dose,units,meanfiringrate,burst.per.min,mean.isis,per.spikes.in.burst,mean.dur,mean.IBIs,nAE,nABE,ns.n,ns.peak.m,ns.durn.m,ns.percent.of.spikes.in.ns,ns.mean.insis,ns.durn.sd,ns.mean.spikes.in.ns,r,cv.time,cv.network,file.name,source,identity,eligible_identity
20170920,MW1147-13,7,B2,Boscalid,0.0,uM,1.408439324,2.8425,0.0357476,63.914625,0.5679375,27.22175,16,16,28,14.82142857,0.319853316,9.495665879,31.06111111,0.083341665,68.85714286,0.197058797,0.355006109,2.263831674,ON_20170920_MW1147-13_07_00_000.h5,TC,188425-85-6,True
20170920,MW1147-13,7,B3,Boscalid,0.1,uM,1.716084537,4.095,0.038171796,61.705125,0.5505,23.540375,16,16,25,15.56,0.329466667,7.021302397,34.83541667,0.058687861,69.48,0.14910056,0.275378198,2.013586338,ON_20170920_MW1147-13_07_00_000.h5,TC,188425-85-6,True
20170920,MW1147-13,7,B4,Boscalid,0.3,uM,1.781359429,3.752,0.051409541,63.26942857,0.822,22.54464286,15,14,30,13.6,0.3951875,6.177750155,28.62241379,0.131407158,49.7,0.124661964,0.382670372,1.078291597,ON_20170920_MW1147-13_07_00_000.h5,TC,188425-85-6,True
20170920,MW1147-13,7,B5,Boscalid,1.0,uM,1.018454795,2.40375,0.032330621,77.7772,0.6382,25.15666667,16,15,31,14.5483871,0.328193164,11.7150252,26.64,0.093677159,55.48387097,0.213357444,0.566384349,2.710057118,ON_20170920_MW1147-13_07_00_000.h5,TC,188425-85-6,True
20170920,MW1147-13,7,B6,Boscalid,3.0,uM,1.046132459,2.41875,0.037516375,76.78925,0.5578125,25.549875,16,16,28,14.60714286,0.267778486,10.83482528,28.15740741,0.032280895,58.35714286,0.20314448,0.543549522,2.637470346,ON_20170920_MW1147-13_07_00_000.h5,TC,188425-85-6,True
20170920,MW1147-13,7,B7,Boscalid,10.0,uM,0.996435543,2.88,0.04285842,66.19628571,0.548357143,33.49464286,14,14,24,13.54166667,0.255611359,7.309128466,34.36086957,0.041007755,38.33333333,0.137887684,0.726644069,3.008627803,ON_20170920_MW1147-13_07_00_000.h5,TC,188425-85-6,True
20170920,MW1147-13,7,B8,Boscalid,20.0,uM,0.357808644,0.807692308,0.056253539,46.70763636,0.413090909,67.22945455,13,11,17,12.70588235,0.139390862,11.70530181,47.83125,0.04324498,30.0,0.108818972,0.549270941,2.46096642,ON_20170920_MW1147-13_07_00_000.h5,TC,188425-85-6,True
20170920,MW1147-13,7,C1,Glycerol,0.03,uM,1.425295646,3.34875,0.033645867,73.4530625,0.5885625,27.256125,16,16,26,15.80769231,0.315140068,10.09393099,35.498,0.043874086,79.76923077,0.228224055,0.523121763,2.510529626,ON_20170920_MW1147-13_07_00_000.h5,TC,56-81-5,True
20170920,MW1147-13,7,C2,Glycerol,0.0,uM,1.88790803,3.39,0.038014648,71.8876875,0.8271875,20.399625,16,16,29,15.44827586,0.45965312,6.988536155,30.76964286,0.093842734,65.5862069,0.241540605,0.305980526,2.495369679,ON_20170920_MW1147-13_07_00_000.h5,TC,56-81-5,True
20170920,MW1147-13,7,C3,Glycerol,0.1,uM,1.649491661,4.6725,0.038323,79.51746667,0.5914,22.1314,16,15,27,14.96296296,0.343600088,7.035619664,31.94423077,0.069887476,61.96296296,0.183391516,0.407074542,1.495617243,ON_20170920_MW1147-13_07_00_000.h5,TC,56-81-5,True
20170920,MW1147-13,7,C4,Glycerol,0.3,uM,1.605512616,3.015,0.033604896,77.1035625,0.730875,23.9785,16,16,27,15.18518519,0.400754436,7.880751782,32.42692308,0.171615798,67.55555556,0.257365013,0.32436339,2.501417294,ON_20170920_MW1147-13_07_00_000.h5,TC,56-81-5,True
20170920,MW1147-13,7,C5,Glycerol,1.0,uM,1.688060035,3.09,0.047303622,69.2990625,1.0844375,29.4763125,16,16,13,15.76923077,0.300054945,5.872200534,68.59166667,0.040505771,109.9230769,0.156371171,0.492403233,2.573574982,ON_20170920_MW1147-13_07_00_000.h5,TC,56-81-5,True
20170920,MW1147-13,7,C6,Glycerol,3.0,uM,1.887612062,4.264,0.041762754,76.7084,0.7142,19.74853333,15,15,38,13.13157895,0.390979793,6.920605063,23.25675676,0.119801004,46.47368421,0.165406684,0.481080641,2.023691378,ON_20170920_MW1147-13_07_00_000.h5,TC,56-81-5,True
20170920,MW1147-13,7,C7,Glycerol,10.0,uM,1.192012478,2.76,0.041584748,71.0318,0.6226,28.8972,15,15,29,12.79310345,0.356291051,7.584879896,29.83214286,0.075250549,42.13793103,0.150002541,0.537987701,2.549454043,ON_20170920_MW1147-13_07_00_000.h5,TC,56-81-5,True
20170920,MW1147-13,7,C8,Glycerol,20.0,uM,1.613370972,3.42,0.043045494,58.09021429,0.6195,29.08121429,14,14,28,12.46428571,0.356409439,6.025571939,31.36666667,0.17667033,43.92857143,0.10595398,0.349914502,2.550276804,ON_20170920_MW1147-13_07_00_000.h5,TC,56-81-5,True
