case_id,date,identity,dose,name,model,prediction,target,day7,day5,sigma,symmetric_lower_0.8,symmetric_upper_0.8,scaled_lower_0.8,scaled_upper_0.8,symmetric_lower_0.9,symmetric_upper_0.9,scaled_lower_0.9,scaled_upper_0.9,rel__rep_count_d7,rel__rep_sd_log2_ns_d7,rel__plate_ctrl_count_d7,rel__plate_ctrl_median_ns_d7,rel__plate_ctrl_zero_ns_frac_d7,rel__plate_ctrl_iqr_ratio_d7,rel__plate_ctrl_silent_frac_d7,day12_ctrl_median_ns
20160720|183658-27-7|0.03,20160720,183658-27-7,0.03,"2-Ethylhexyl-2,3,4,5-tetrabromobenzoate",extra_trees_relative_day7,0.12332213382015189,0.1308999148020936,0.1332239916828484,0.28950661719498477,0.39219581528528163,-1.2713859082271584,1.518030175867462,-0.4630469263361784,0.7096911939764822,-2.942285273490164,3.1889295411304674,-0.6930032669031551,0.9396475345434588,3.0,0.18005136061216967,6.0,3.878422789330347,0.0,0.15752923976608188,0.0,142.5
20160720|183658-27-7|0.1,20160720,183658-27-7,0.1,"2-Ethylhexyl-2,3,4,5-tetrabromobenzoate",extra_trees_relative_day7,-0.009424545758149928,-0.021178037982703693,0.14879957667318477,0.28950661719498477,0.35428386443750487,-1.40413258780546,1.3852834962891603,-0.5391117288497451,0.5202626373334454,-3.0750319530684656,3.056182861552166,-0.7468391390178385,0.7279900475015387,3.0,0.36315928002731157,6.0,3.878422789330347,0.0,0.15752923976608188,0.0,142.5
20160720|183658-27-7|0.3,20160720,183658-27-7,0.3,"2-Ethylhexyl-2,3,4,5-tetrabromobenzoate",extra_trees_relative_day7,0.04856922886902036,0.19693710427995353,0.0287582000476434,1.6374299206152916,0.36884327334169204,-1.3461388131782899,1.4432772709163304,-0.5028856186974495,0.6000240764354903,-3.0170381784412954,3.114176636179336,-0.7191496533320477,0.8162881110700885,3.0,0.1825994155226083,6.0,3.878422789330347,0.0,0.15752923976608188,0.0,142.5
20160720|183658-27-7|1,20160720,183658-27-7,1.0,"2-Ethylhexyl-2,3,4,5-tetrabromobenzoate",extra_trees_relative_day7,0.020048721581018857,0.6974488386925771,0.1583348672030912,0.41503749927884376,0.4035160173736076,-1.3746593204662914,1.414756763628329,-0.58324508891841,0.6233425320804478,-3.0455586857292967,3.0856561288913347,-0.8198388084304338,0.8599362515924716,3.0,0.31736960368342043,6.0,3.878422789330347,0.0,0.15752923976608188,0.0,142.5
20160720|183658-27-7|3,20160720,183658-27-7,3.0,"2-Ethylhexyl-2,3,4,5-tetrabromobenzoate",extra_trees_relative_day7,-0.06532339960830782,0.3467225801695695,-0.1344333823027513,-0.16992500144231243,0.3553857454250649,-1.460031441655618,1.3293846424390023,-0.5966579968075976,0.466011197590982,-3.1309308069186237,3.0002840077020076,-0.8050314733276619,0.6743846741110463,3.0,0.6232483665297331,6.0,3.878422789330347,0.0,0.15752923976608188,0.0,142.5
20160720|183658-27-7|10,20160720,183658-27-7,10.0,"2-Ethylhexyl-2,3,4,5-tetrabromobenzoate",extra_trees_relative_day7,0.15572093723904845,0.7225525731766628,0.39363686482314963,0.6374299206152916,0.3866876598801744,-1.2389871048082617,1.5504289792863586,-0.42241292054588886,0.7338547950239858,-2.9098864700712674,3.221328344549364,-0.6491396619920505,0.9605815364701474,3.0,0.4864506226641168,6.0,3.878422789330347,0.0,0.15752923976608188,0.0,142.5
20160720|183658-27-7|20,20160720,183658-27-7,20.0,"2-Ethylhexyl-2,3,4,5-tetrabromobenzoate",extra_trees_relative_day7,-4.040023391559124,-7.522615605009714,-4.634246195600903,-0.16992500144231243,1.2062684945416533,-5.4347314336064345,-2.6453153495118142,-5.843506488200735,-2.236540294917514,-7.10563079886944,-0.9744159842488087,-6.550778411906149,-1.5292683712120994,3.0,0.2879158813545811,6.0,3.878422789330347,0.0,0.15752923976608188,0.0,142.5
20160720|26040-51-7|0.03,20160720,26040-51-7,0.03,Bis(2-ethylhexyl) tetrabromophthalate,extra_trees_relative_day7,0.06201315792072919,0.39538852258147683,-0.08386661584957497,-0.16992500144231243,0.34258133042507016,-1.3326948841265809,1.4567211999680394,-0.45017765319829045,0.5742039690397488,-3.0035942493895864,3.127620565231045,-0.6510435115803135,0.7750698274217718,3.0,0.18829212547884014,6.0,3.878422789330347,0.0,0.15752923976608188,0.0,142.5
20160720|26040-51-7|0.1,20160720,26040-51-7,0.1,Bis(2-ethylhexyl) tetrabromophthalate,extra_trees_relative_day7,0.0903303175609252,0.43270068152944713,0.17177188260848453,-0.16992500144231243,0.3560363128997694,-1.304377724486385,1.4850383596082353,-0.4419769382538912,0.6226375733757417,-2.9752770897493903,3.155937724871241,-0.6507318622803908,0.8313924974022413,3.0,0.06199246098878066,6.0,3.878422789330347,0.0,0.15752923976608188,0.0,142.5
20160720|26040-51-7|0.3,20160720,26040-51-7,0.3,Bis(2-ethylhexyl) tetrabromophthalate,extra_trees_relative_day7,-0.04607497136618405,0.5554261636541847,-0.46457064432621975,-0.16992500144231243,0.3603346042268373,-1.4407830134134942,1.348633070681126,-0.5848085707254811,0.49265862799311305,-3.1116823786764995,3.019532435944132,-0.7960837137490762,0.7039337710167082,3.0,0.9591076928623148,6.0,3.878422789330347,0.0,0.15752923976608188,0.0,142.5
20160720|26040-51-7|1,20160720,26040-51-7,1.0,Bis(2-ethylhexyl) tetrabromophthalate,extra_trees_relative_day7,-0.10690038342450543,0.562934651048692,-0.6398692832997993,-0.16992500144231243,0.34151334794368676,-1.5016084254718156,1.2878076586228047,-0.6174944618414776,0.4036936949924667,-3.172507790734821,2.95870702388581,-0.8177341295971934,0.6039333627481824,3.0,0.6689362381800744,6.0,3.878422789330347,0.0,0.15752923976608188,0.0,142.5
